Abfrage_Datum,6_Monate_Hinflug,6_Monate_Rückflug,6_Monate_Preis,6_Monate_Airline,6_Monate_Dauer,10_Monate_Hinflug,10_Monate_Rückflug,10_Monate_Preis,10_Monate_Airline,10_Monate_Dauer
2025-12-30 18:33,2026-06-28,2026-07-19,4092,Lufthansa,760,2026-10-26,2026-11-16,4090,ANA,790
